Python,Java,JavaScript,React,Node,Express,MongoDB,SQL,HTML,CSS,Git,DSA,Communication,Problem_Solving,Projects_Count,Internship_Count,Certification_Count,Interested_Domain,Career_Role
0.76,0.0,0.34,0.03,0.0,0.1,0.22,1.0,0.11,0.0,0.34,0.4,0.63,0.63,2,2,2,3,Data Analyst
0.79,0.24,0.06,0.0,0.0,0.22,0.1,0.83,0.3,0.09,0.74,0.16,0.66,0.96,3,1,2,3,Data Analyst
0.73,0.17,0.12,0.13,0.0,0.1,0.44,0.86,0.33,0.47,0.6,0.47,0.76,0.83,2,2,2,3,Data Analyst
0.76,0.21,0.09,0.13,0.09,0.03,0.08,1.0,0.26,0.42,0.73,0.56,0.49,0.59,2,2,1,3,Data Analyst
0.52,0.0,0.13,0.06,0.0,0.24,0.21,0.98,0.21,0.21,0.57,0.29,0.63,0.73,2,2,3,3,Data Analyst
0.55,0.02,0.04,0.13,0.05,0.18,0.29,0.71,0.02,0.1,0.51,0.34,0.81,0.89,3,2,3,3,Data Analyst
0.6,0.06,0.14,0.21,0.07,0.24,0.31,1.0,0.03,0.29,0.55,0.58,0.84,0.46,3,1,3,3,Data Analyst
0.94,0.02,0.23,0.1,0.07,0.08,0.32,0.83,0.31,0.25,0.5,0.56,0.6,0.91,2,1,2,3,Data Analyst
0.82,0.1,0.4,0.0,0.0,0.0,0.34,0.92,0.39,0.13,0.55,0.4,0.71,0.6,1,2,3,3,Data Analyst
0.89,0.01,0.2,0.16,0.02,0.0,0.17,0.8,0.17,0.11,0.7,0.25,0.78,0.76,3,1,2,3,Data Analyst
0.57,0.27,0.3,0.0,0.19,0.12,0.23,1.0,0.15,0.26,0.66,0.51,0.77,0.86,1,1,3,3,Data Analyst
0.81,0.0,0.09,0.05,0.11,0.24,0.14,0.86,0.22,0.0,0.5,0.32,0.6,0.82,1,1,3,3,Data Analyst
0.88,0.0,0.03,0.0,0.13,0.0,0.22,0.83,0.29,0.18,0.61,0.45,0.76,0.76,2,2,2,3,Data Analyst
0.88,0.07,0.23,0.0,0.18,0.09,0.27,0.86,0.19,0.05,0.68,0.35,0.89,0.98,3,1,3,3,Data Analyst
0.72,0.06,0.44,0.06,0.14,0.16,0.18,0.8,0.06,0.0,0.26,0.47,0.95,0.82,3,2,3,3,Data Analyst
0.88,0.19,0.36,0.01,0.0,0.14,0.17,0.75,0.35,0.13,0.6,0.41,0.69,0.95,2,2,1,3,Data Analyst
0.82,0.23,0.06,0.0,0.0,0.03,0.46,0.89,0.04,0.04,0.42,0.26,0.75,0.66,1,1,1,3,Data Analyst
0.84,0.17,0.17,0.17,0.06,0.1,0.27,0.85,0.12,0.16,0.76,0.54,0.55,0.95,3,2,2,3,Data Analyst
0.64,0.17,0.31,0.09,0.18,0.0,0.0,0.76,0.22,0.28,0.46,0.3,0.71,0.74,3,2,2,3,Data Analyst
0.77,0.02,0.21,0.0,0.23,0.32,0.35,0.87,0.31,0.19,0.57,0.39,0.63,0.82,3,2,3,3,Data Analyst
0.96,0.0,0.09,0.2,0.12,0.11,0.45,0.78,0.11,0.0,0.36,0.42,0.64,0.71,1,1,3,3,Data Analyst
0.86,0.06,0.16,0.12,0.1,0.26,0.34,1.0,0.27,0.0,0.53,0.39,0.8,1.0,3,2,3,3,Data Analyst
0.79,0.25,0.19,0.0,0.0,0.0,0.1,0.93,0.08,0.0,0.58,0.27,0.76,0.85,1,2,1,3,Data Analyst
0.66,0.11,0.0,0.11,0.05,0.28,0.47,0.99,0.16,0.34,0.41,0.23,0.69,1.0,2,2,2,3,Data Analyst
0.66,0.19,0.29,0.29,0.16,0.05,0.36,0.89,0.3,0.26,0.58,0.61,0.84,0.8,3,2,1,3,Data Analyst
0.67,0.22,0.09,0.0,0.04,0.37,0.42,1.0,0.0,0.0,0.76,0.19,0.62,1.0,1,2,3,3,Data Analyst
0.95,0.0,0.07,0.1,0.05,0.13,0.36,0.87,0.06,0.19,0.52,0.3,0.72,0.57,3,2,3,3,Data Analyst
0.96,0.16,0.2,0.32,0.11,0.04,0.31,0.84,0.24,0.26,0.6,0.41,0.8,0.94,2,2,3,3,Data Analyst
0.75,0.08,0.18,0.12,0.16,0.13,0.33,0.88,0.21,0.07,0.38,0.72,0.79,0.68,1,1,2,3,Data Analyst
0.88,0.3,0.23,0.03,0.16,0.03,0.24,0.72,0.31,0.05,0.62,0.28,0.75,0.71,2,1,3,3,Data Analyst
0.71,0.09,0.13,0.25,0.13,0.01,0.24,1.0,0.39,0.28,0.69,0.37,0.31,0.84,2,2,2,3,Data Analyst
0.88,0.21,0.27,0.05,0.09,0.11,0.31,1.0,0.28,0.35,0.86,0.41,0.24,0.95,2,2,2,3,Data Analyst
0.87,0.0,0.07,0.14,0.17,0.18,0.21,0.78,0.14,0.13,0.78,0.15,0.67,0.64,1,2,2,3,Data Analyst
0.62,0.0,0.35,0.2,0.0,0.0,0.33,0.86,0.22,0.18,0.49,0.35,0.59,0.7,1,1,1,3,Data Analyst
0.66,0.0,0.12,0.05,0.0,0.14,0.15,0.62,0.43,0.12,0.84,0.27,0.76,0.91,2,1,3,3,Data Analyst
0.91,0.2,0.14,0.0,0.12,0.01,0.32,1.0,0.25,0.26,0.48,0.53,0.9,0.81,1,2,3,3,Data Analyst
0.9,0.0,0.08,0.21,0.12,0.0,0.22,0.67,0.19,0.37,0.7,0.66,0.81,0.92,3,2,2,3,Data Analyst
0.71,0.12,0.3,0.2,0.0,0.33,0.22,0.87,0.09,0.42,0.63,0.3,0.8,0.89,3,1,3,3,Data Analyst
0.67,0.09,0.13,0.13,0.28,0.0,0.31,0.86,0.22,0.1,0.92,0.58,0.51,0.69,2,1,2,3,Data Analyst
0.82,0.08,0.21,0.1,0.41,0.0,0.06,0.94,0.15,0.14,0.67,0.55,0.52,0.73,3,2,3,3,Data Analyst
0.65,0.0,0.18,0.19,0.23,0.0,0.26,0.96,0.22,0.18,0.55,0.55,0.7,0.89,2,1,3,3,Data Analyst
1.0,0.24,0.1,0.19,0.0,0.0,0.29,0.97,0.3,0.2,0.66,0.21,0.69,0.92,2,1,3,3,Data Analyst
0.65,0.15,0.0,0.14,0.19,0.16,0.42,1.0,0.42,0.11,0.82,0.29,0.68,0.79,1,2,2,3,Data Analyst
0.75,0.29,0.27,0.31,0.11,0.17,0.27,0.8,0.27,0.05,0.68,0.33,0.68,0.79,2,2,2,3,Data Analyst
0.73,0.15,0.17,0.15,0.15,0.08,0.08,1.0,0.18,0.14,0.68,0.35,0.76,0.71,1,2,2,3,Data Analyst
0.65,0.03,0.19,0.28,0.02,0.03,0.36,0.83,0.22,0.0,0.87,0.24,0.66,0.8,2,2,2,3,Data Analyst
0.87,0.01,0.35,0.0,0.09,0.03,0.18,0.99,0.26,0.25,0.39,0.53,1.0,0.75,3,2,3,3,Data Analyst
0.89,0.18,0.3,0.1,0.22,0.22,0.44,0.83,0.32,0.04,0.58,0.38,0.58,0.59,1,1,2,3,Data Analyst
0.77,0.04,0.35,0.03,0.31,0.24,0.24,0.94,0.26,0.2,0.71,0.42,0.59,0.88,2,2,3,3,Data Analyst
0.67,0.04,0.21,0.16,0.0,0.26,0.46,0.85,0.52,0.25,0.74,0.54,0.84,0.8,3,2,3,3,Data Analyst
0.85,0.25,0.18,0.15,0.1,0.0,0.03,0.95,0.22,0.03,0.41,0.48,0.67,0.87,3,2,3,3,Data Analyst
0.64,0.05,0.38,0.16,0.0,0.18,0.19,1.0,0.26,0.0,0.59,0.55,0.47,0.84,1,2,3,3,Data Analyst
0.93,0.29,0.11,0.0,0.24,0.07,0.16,0.97,0.5,0.09,0.71,0.28,0.5,0.91,2,1,3,3,Data Analyst
0.6,0.31,0.33,0.13,0.08,0.1,0.21,0.76,0.29,0.07,0.64,0.2,0.66,0.66,3,2,2,3,Data Analyst
0.83,0.0,0.07,0.17,0.17,0.08,0.39,0.76,0.16,0.3,0.61,0.42,0.98,0.63,3,2,3,3,Data Analyst
0.82,0.0,0.29,0.02,0.12,0.04,0.34,0.76,0.26,0.18,0.61,0.6,0.72,0.91,2,2,2,3,Data Analyst
0.78,0.06,0.17,0.21,0.24,0.09,0.13,0.91,0.13,0.13,0.59,0.55,0.73,0.74,2,2,3,3,Data Analyst
0.82,0.17,0.23,0.08,0.15,0.27,0.36,0.93,0.09,0.27,0.43,0.2,0.74,0.69,3,1,1,3,Data Analyst
0.91,0.0,0.22,0.05,0.0,0.01,0.05,0.99,0.37,0.07,0.6,0.36,0.6,0.88,3,2,2,3,Data Analyst
1.0,0.02,0.19,0.07,0.0,0.06,0.41,0.96,0.27,0.05,0.52,0.55,0.64,0.84,2,1,2,3,Data Analyst
0.65,0.07,0.15,0.25,0.27,0.0,0.46,1.0,0.2,0.21,0.72,0.37,0.68,0.87,2,1,3,3,Data Analyst
0.88,0.01,0.0,0.05,0.11,0.07,0.16,0.68,0.14,0.21,0.75,0.54,0.6,0.66,1,2,2,3,Data Analyst
0.86,0.19,0.22,0.14,0.11,0.18,0.34,0.91,0.17,0.11,0.66,0.43,0.75,0.96,1,1,3,3,Data Analyst
0.69,0.14,0.29,0.04,0.08,0.0,0.48,0.71,0.24,0.13,0.61,0.41,0.58,0.76,3,2,3,3,Data Analyst
0.89,0.09,0.13,0.0,0.1,0.0,0.17,1.0,0.3,0.04,0.41,0.3,0.82,0.86,3,2,2,3,Data Analyst
1.0,0.11,0.35,0.0,0.01,0.0,0.29,0.94,0.33,0.0,0.62,0.51,0.83,0.75,1,2,3,3,Data Analyst
0.84,0.18,0.12,0.04,0.12,0.0,0.17,0.78,0.35,0.15,0.5,0.5,0.61,0.57,3,1,3,3,Data Analyst
0.8,0.07,0.25,0.0,0.06,0.0,0.33,0.73,0.25,0.01,0.22,0.5,0.76,0.96,1,1,2,3,Data Analyst
0.71,0.16,0.0,0.18,0.13,0.07,0.1,0.71,0.15,0.0,0.56,0.51,0.67,0.76,1,2,3,3,Data Analyst
0.82,0.13,0.37,0.16,0.28,0.05,0.14,0.82,0.13,0.29,0.69,0.32,0.8,0.78,3,2,2,3,Data Analyst
0.68,0.0,0.04,0.0,0.0,0.34,0.11,1.0,0.2,0.13,0.49,0.44,0.59,0.91,2,1,3,3,Data Analyst
0.78,0.38,0.32,0.02,0.03,0.13,0.39,1.0,0.01,0.19,0.71,0.31,0.66,0.6,1,2,3,3,Data Analyst
0.76,0.13,0.21,0.14,0.08,0.22,0.38,0.87,0.3,0.35,0.52,0.6,0.63,0.97,1,2,3,3,Data Analyst
0.78,0.0,0.07,0.12,0.0,0.17,0.12,0.81,0.22,0.16,0.7,0.24,0.66,0.93,1,2,3,3,Data Analyst
0.68,0.12,0.01,0.03,0.11,0.01,0.34,0.99,0.25,0.0,0.61,0.42,0.65,0.84,2,1,3,3,Data Analyst
0.88,0.06,0.06,0.25,0.25,0.12,0.15,0.75,0.21,0.04,0.56,0.52,0.79,0.97,3,1,2,3,Data Analyst
0.69,0.27,0.06,0.0,0.16,0.11,0.33,0.86,0.06,0.02,0.76,0.24,0.9,0.84,2,1,2,3,Data Analyst
0.74,0.11,0.41,0.16,0.08,0.25,0.32,1.0,0.12,0.0,0.36,0.39,0.55,0.65,3,1,2,3,Data Analyst
0.91,0.01,0.25,0.0,0.13,0.17,0.29,0.9,0.25,0.07,0.71,0.56,0.59,1.0,3,1,2,3,Data Analyst
0.67,0.11,0.28,0.0,0.23,0.05,0.45,0.84,0.08,0.05,0.59,0.35,0.67,0.84,2,1,2,3,Data Analyst
0.79,0.29,0.09,0.0,0.17,0.14,0.18,0.72,0.38,0.27,0.3,0.35,0.9,0.74,2,2,1,3,Data Analyst
0.93,0.0,0.23,0.21,0.0,0.0,0.45,0.96,0.13,0.24,0.74,0.43,0.59,0.75,2,1,1,3,Data Analyst
0.58,0.23,0.28,0.01,0.2,0.03,0.34,0.84,0.19,0.0,0.51,0.47,0.78,0.75,2,1,1,3,Data Analyst
0.93,0.14,0.24,0.01,0.0,0.05,0.21,0.88,0.07,0.2,0.51,0.36,0.7,0.93,3,2,1,3,Data Analyst
0.84,0.03,0.12,0.0,0.0,0.0,0.4,1.0,0.36,0.21,0.48,0.26,0.48,0.73,3,2,1,3,Data Analyst
0.97,0.1,0.43,0.11,0.12,0.0,0.25,0.71,0.04,0.19,0.57,0.35,0.61,0.75,3,2,3,3,Data Analyst
0.74,0.13,0.31,0.21,0.0,0.18,0.44,0.87,0.34,0.21,0.45,0.66,0.61,0.91,3,2,2,3,Data Analyst
0.74,0.02,0.53,0.17,0.19,0.01,0.36,0.87,0.11,0.33,0.67,0.46,0.58,0.65,2,1,3,3,Data Analyst
0.78,0.12,0.31,0.13,0.03,0.22,0.35,1.0,0.21,0.0,0.74,0.33,0.74,0.82,2,2,2,3,Data Analyst
0.93,0.15,0.43,0.0,0.1,0.24,0.23,0.84,0.16,0.05,0.66,0.19,0.9,0.68,3,2,2,3,Data Analyst
1.0,0.02,0.29,0.19,0.0,0.0,0.15,0.95,0.24,0.14,0.56,0.38,0.7,0.75,1,2,3,3,Data Analyst
1.0,0.12,0.1,0.03,0.21,0.0,0.17,0.85,0.17,0.02,0.55,0.51,0.73,0.74,3,2,2,3,Data Analyst
0.56,0.34,0.3,0.0,0.07,0.02,0.49,0.73,0.21,0.09,0.7,0.39,0.49,0.77,3,2,3,3,Data Analyst
0.76,0.09,0.26,0.2,0.05,0.09,0.21,0.91,0.32,0.11,0.74,0.51,0.87,0.82,1,1,2,3,Data Analyst
0.95,0.0,0.32,0.17,0.11,0.0,0.48,0.79,0.31,0.02,0.51,0.48,0.76,0.66,2,2,1,3,Data Analyst
0.75,0.07,0.24,0.37,0.13,0.16,0.0,0.93,0.03,0.04,0.61,0.36,0.62,0.72,1,1,1,3,Data Analyst
0.77,0.14,0.3,0.09,0.21,0.25,0.53,0.62,0.11,0.05,0.46,0.88,0.67,0.83,4,1,2,4,Data Scientist
0.99,0.33,0.14,0.05,0.14,0.17,0.18,0.91,0.02,0.22,0.75,0.87,0.53,0.69,3,1,3,4,Data Scientist
1.0,0.17,0.16,0.18,0.06,0.14,0.33,0.45,0.15,0.0,0.54,0.84,0.66,1.0,1,2,3,4,Data Scientist
0.85,0.23,0.24,0.23,0.11,0.13,0.29,0.54,0.08,0.11,0.65,0.61,0.46,0.9,1,3,2,4,Data Scientist
1.0,0.46,0.12,0.0,0.22,0.14,0.34,0.89,0.0,0.0,0.68,0.81,0.56,1.0,3,3,3,4,Data Scientist
0.98,0.28,0.3,0.1,0.1,0.16,0.36,0.58,0.13,0.14,0.58,0.91,0.65,1.0,2,2,1,4,Data Scientist
0.83,0.14,0.09,0.09,0.0,0.0,0.04,0.44,0.18,0.05,0.55,0.72,0.54,0.78,4,1,4,4,Data Scientist
0.93,0.17,0.2,0.11,0.18,0.18,0.47,0.72,0.0,0.2,0.86,1.0,0.77,0.84,3,1,2,4,Data Scientist
1.0,0.43,0.24,0.06,0.15,0.24,0.32,0.76,0.18,0.0,0.76,0.64,0.52,1.0,2,2,2,4,Data Scientist
1.0,0.16,0.5,0.07,0.07,0.0,0.31,0.77,0.24,0.0,0.67,0.85,0.67,0.9,2,3,4,4,Data Scientist
1.0,0.19,0.13,0.12,0.17,0.0,0.42,0.86,0.17,0.0,0.66,0.94,0.48,0.98,3,1,1,4,Data Scientist
1.0,0.14,0.31,0.15,0.0,0.0,0.12,0.72,0.17,0.18,0.69,0.66,0.52,1.0,3,2,4,4,Data Scientist
0.8,0.23,0.25,0.19,0.06,0.13,0.34,0.5,0.06,0.1,0.71,0.81,0.65,1.0,4,3,2,4,Data Scientist
1.0,0.48,0.03,0.22,0.0,0.12,0.34,0.55,0.01,0.14,0.72,0.68,0.52,0.72,3,2,4,4,Data Scientist
1.0,0.25,0.22,0.16,0.16,0.0,0.53,0.47,0.24,0.11,0.57,0.86,0.59,0.82,2,3,4,4,Data Scientist
0.9,0.16,0.2,0.07,0.19,0.06,0.23,0.81,0.05,0.04,0.4,0.68,0.5,0.84,2,1,3,4,Data Scientist
0.78,0.17,0.25,0.06,0.16,0.33,0.14,0.47,0.09,0.02,0.64,0.95,0.59,0.9,2,2,2,4,Data Scientist
0.88,0.27,0.1,0.05,0.17,0.35,0.37,0.76,0.16,0.0,0.71,0.8,0.64,0.91,3,3,3,4,Data Scientist
0.81,0.0,0.2,0.13,0.03,0.12,0.35,0.82,0.07,0.09,0.68,0.8,0.54,0.84,4,3,4,4,Data Scientist
0.91,0.17,0.18,0.01,0.05,0.07,0.49,0.81,0.21,0.14,0.57,0.8,0.72,0.75,3,3,3,4,Data Scientist
0.86,0.3,0.28,0.13,0.26,0.04,0.28,0.71,0.0,0.13,0.49,0.93,0.61,0.84,4,1,3,4,Data Scientist
0.97,0.12,0.24,0.33,0.0,0.19,0.01,0.67,0.13,0.01,0.49,0.8,0.78,0.88,3,2,2,4,Data Scientist
1.0,0.0,0.28,0.12,0.04,0.15,0.41,0.82,0.1,0.14,0.73,0.95,0.65,0.98,3,3,1,4,Data Scientist
1.0,0.14,0.17,0.05,0.18,0.0,0.24,0.67,0.06,0.06,0.64,0.89,0.66,1.0,2,2,2,4,Data Scientist
0.81,0.15,0.16,0.0,0.0,0.01,0.47,0.72,0.18,0.0,0.84,0.96,0.36,0.82,2,1,1,4,Data Scientist
0.93,0.15,0.1,0.22,0.19,0.2,0.4,0.59,0.03,0.28,0.71,0.62,0.63,0.98,3,3,3,4,Data Scientist
1.0,0.3,0.07,0.14,0.1,0.0,0.4,0.6,0.02,0.15,0.68,0.82,0.58,1.0,2,3,2,4,Data Scientist
0.99,0.33,0.2,0.04,0.03,0.14,0.22,0.57,0.04,0.0,0.92,0.87,0.79,0.96,1,1,3,4,Data Scientist
0.92,0.19,0.18,0.07,0.12,0.05,0.25,0.83,0.06,0.15,0.59,0.75,0.45,1.0,3,3,2,4,Data Scientist
0.99,0.35,0.34,0.15,0.0,0.03,0.38,0.6,0.0,0.16,0.69,0.77,0.73,1.0,2,3,4,4,Data Scientist
0.78,0.2,0.1,0.21,0.0,0.0,0.25,0.52,0.3,0.08,0.63,0.86,0.71,0.92,4,3,1,4,Data Scientist
0.97,0.2,0.05,0.04,0.31,0.0,0.22,0.59,0.0,0.05,0.75,0.96,0.62,0.82,3,2,4,4,Data Scientist
1.0,0.15,0.03,0.37,0.08,0.0,0.32,0.69,0.0,0.11,0.82,0.77,0.35,0.94,3,2,4,4,Data Scientist
0.95,0.27,0.26,0.0,0.02,0.24,0.34,0.55,0.25,0.22,0.66,0.91,0.84,0.77,2,3,3,4,Data Scientist
0.91,0.18,0.13,0.15,0.12,0.0,0.49,0.62,0.0,0.04,0.82,0.78,0.4,0.78,2,1,2,4,Data Scientist
1.0,0.27,0.22,0.22,0.0,0.1,0.23,0.72,0.23,0.1,0.66,0.63,0.59,0.98,3,2,3,4,Data Scientist
1.0,0.05,0.26,0.31,0.0,0.0,0.2,0.81,0.13,0.0,0.74,0.77,0.59,0.8,3,1,1,4,Data Scientist
0.91,0.29,0.15,0.0,0.19,0.27,0.3,0.51,0.06,0.12,0.6,0.87,0.49,0.9,3,2,3,4,Data Scientist
0.98,0.38,0.2,0.13,0.33,0.24,0.37,0.77,0.03,0.02,0.72,0.82,0.5,0.98,3,3,3,4,Data Scientist
0.96,0.24,0.26,0.33,0.03,0.04,0.2,0.57,0.0,0.0,0.75,1.0,0.85,0.8,3,1,1,4,Data Scientist
0.99,0.21,0.29,0.1,0.04,0.11,0.11,0.77,0.2,0.02,0.59,0.73,0.59,0.93,3,3,1,4,Data Scientist
0.92,0.14,0.07,0.2,0.0,0.04,0.41,0.63,0.01,0.07,0.76,0.97,0.49,0.8,2,1,2,4,Data Scientist
0.83,0.12,0.29,0.21,0.0,0.29,0.24,0.63,0.0,0.11,0.94,0.62,0.35,0.93,3,2,1,4,Data Scientist
0.82,0.15,0.17,0.22,0.24,0.0,0.42,0.84,0.23,0.04,0.67,0.61,0.35,0.86,3,2,1,4,Data Scientist
0.88,0.0,0.47,0.0,0.2,0.0,0.17,0.83,0.01,0.18,0.87,0.82,0.71,0.91,2,2,1,4,Data Scientist
1.0,0.1,0.14,0.28,0.07,0.0,0.29,0.69,0.24,0.1,0.65,0.93,0.61,0.81,3,2,1,4,Data Scientist
0.95,0.18,0.35,0.13,0.2,0.1,0.43,0.75,0.1,0.1,0.59,0.86,0.6,0.84,2,1,2,4,Data Scientist
0.98,0.22,0.02,0.06,0.29,0.02,0.26,0.64,0.09,0.03,0.76,0.82,0.69,0.77,1,2,4,4,Data Scientist
0.99,0.06,0.41,0.08,0.0,0.02,0.19,0.62,0.05,0.07,0.66,0.79,0.67,0.81,1,3,3,4,Data Scientist
0.97,0.04,0.2,0.13,0.13,0.11,0.27,0.57,0.0,0.14,0.55,0.62,0.77,0.87,4,2,3,4,Data Scientist
0.97,0.08,0.1,0.26,0.1,0.0,0.32,0.52,0.15,0.23,0.78,1.0,0.37,0.92,3,1,2,4,Data Scientist
0.93,0.08,0.31,0.24,0.21,0.0,0.27,0.77,0.19,0.0,0.79,0.65,0.58,1.0,2,1,2,4,Data Scientist
1.0,0.06,0.0,0.32,0.0,0.12,0.31,0.36,0.07,0.15,0.74,0.91,0.55,0.99,3,2,4,4,Data Scientist
1.0,0.3,0.32,0.38,0.13,0.27,0.25,0.76,0.04,0.16,0.74,0.55,0.53,0.93,4,3,4,4,Data Scientist
0.86,0.36,0.34,0.0,0.11,0.13,0.48,0.73,0.27,0.01,0.51,0.72,0.79,1.0,2,1,1,4,Data Scientist
0.97,0.26,0.28,0.22,0.11,0.31,0.27,0.93,0.0,0.0,0.59,0.91,0.5,1.0,2,1,4,4,Data Scientist
0.88,0.0,0.14,0.0,0.0,0.09,0.23,0.87,0.0,0.18,0.78,0.96,0.58,1.0,3,3,3,4,Data Scientist
0.89,0.07,0.29,0.25,0.21,0.4,0.24,0.77,0.0,0.08,0.52,0.87,0.56,0.65,3,2,1,4,Data Scientist
0.95,0.23,0.07,0.19,0.23,0.08,0.24,0.61,0.31,0.05,0.78,0.78,0.57,0.81,1,2,3,4,Data Scientist
0.82,0.34,0.25,0.06,0.05,0.05,0.31,0.52,0.25,0.22,0.68,0.75,0.6,0.92,4,2,3,4,Data Scientist
1.0,0.46,0.26,0.0,0.03,0.17,0.25,0.85,0.17,0.02,0.7,0.69,0.58,0.83,3,1,3,4,Data Scientist
0.93,0.27,0.29,0.28,0.21,0.0,0.42,0.91,0.3,0.0,0.68,0.92,0.46,0.69,3,3,4,4,Data Scientist
0.89,0.14,0.08,0.0,0.28,0.0,0.25,0.53,0.22,0.12,0.6,0.75,0.8,0.89,3,3,3,4,Data Scientist
0.98,0.33,0.23,0.14,0.22,0.29,0.48,0.46,0.11,0.21,0.9,0.88,0.5,0.81,3,3,2,4,Data Scientist
0.95,0.0,0.2,0.1,0.18,0.0,0.56,0.91,0.01,0.28,0.8,0.75,0.53,0.84,2,1,3,4,Data Scientist
0.84,0.24,0.13,0.12,0.09,0.22,0.27,0.71,0.0,0.14,0.61,0.62,0.74,0.89,2,2,3,4,Data Scientist
1.0,0.01,0.1,0.21,0.19,0.1,0.17,0.57,0.01,0.0,0.72,0.79,0.46,0.86,4,1,3,4,Data Scientist
0.86,0.12,0.17,0.0,0.07,0.0,0.35,0.59,0.13,0.27,0.75,0.82,0.44,1.0,3,2,3,4,Data Scientist
0.86,0.33,0.36,0.1,0.06,0.0,0.38,0.65,0.04,0.1,0.6,0.98,0.72,0.91,3,2,3,4,Data Scientist
1.0,0.32,0.04,0.0,0.0,0.01,0.24,0.73,0.2,0.23,0.6,0.7,0.76,0.98,2,2,3,4,Data Scientist
0.91,0.23,0.02,0.02,0.02,0.06,0.19,0.64,0.0,0.17,0.69,0.6,0.5,0.94,4,3,3,4,Data Scientist
0.95,0.14,0.08,0.07,0.3,0.0,0.5,0.67,0.1,0.0,0.61,0.74,0.47,0.87,3,1,3,4,Data Scientist
0.9,0.14,0.21,0.0,0.26,0.11,0.34,0.72,0.04,0.18,0.7,0.55,0.59,0.87,3,3,2,4,Data Scientist
0.84,0.08,0.07,0.07,0.35,0.11,0.38,0.81,0.08,0.0,0.51,0.75,0.74,1.0,3,2,3,4,Data Scientist
1.0,0.22,0.15,0.32,0.34,0.43,0.27,0.71,0.18,0.3,0.71,0.68,0.51,1.0,3,2,2,4,Data Scientist
1.0,0.19,0.18,0.11,0.0,0.17,0.17,0.83,0.06,0.2,0.52,0.9,0.76,0.75,3,1,3,4,Data Scientist
0.93,0.11,0.04,0.26,0.17,0.0,0.39,0.81,0.11,0.29,0.73,0.63,0.64,0.93,1,3,2,4,Data Scientist
1.0,0.34,0.3,0.32,0.07,0.08,0.28,0.69,0.0,0.13,0.76,0.77,0.39,0.9,1,3,4,4,Data Scientist
0.96,0.23,0.07,0.25,0.12,0.0,0.37,0.71,0.32,0.03,0.55,0.83,0.72,1.0,1,2,4,4,Data Scientist
0.95,0.2,0.25,0.0,0.01,0.22,0.38,0.4,0.15,0.0,0.63,0.77,0.79,0.77,4,3,2,4,Data Scientist
0.93,0.22,0.19,0.22,0.21,0.11,0.19,0.63,0.0,0.06,0.49,0.83,0.64,1.0,3,2,1,4,Data Scientist
0.88,0.13,0.4,0.06,0.17,0.11,0.14,0.48,0.16,0.3,0.74,0.87,0.49,1.0,4,2,4,4,Data Scientist
0.99,0.34,0.22,0.0,0.0,0.0,0.24,0.68,0.0,0.28,0.54,0.96,0.74,1.0,4,3,2,4,Data Scientist
0.83,0.33,0.15,0.08,0.18,0.32,0.46,0.58,0.0,0.38,0.97,0.82,0.45,1.0,3,1,3,4,Data Scientist
1.0,0.14,0.26,0.22,0.25,0.22,0.18,0.89,0.18,0.14,0.75,0.78,0.54,0.86,1,3,1,4,Data Scientist
1.0,0.0,0.03,0.0,0.0,0.32,0.3,0.61,0.19,0.21,0.55,1.0,0.63,0.95,3,2,4,4,Data Scientist
0.81,0.21,0.44,0.22,0.12,0.24,0.44,0.66,0.13,0.22,0.83,0.93,0.48,1.0,4,2,2,4,Data Scientist
0.94,0.22,0.04,0.1,0.12,0.12,0.27,0.84,0.06,0.13,0.86,0.79,0.63,0.89,3,2,3,4,Data Scientist
0.91,0.27,0.0,0.1,0.04,0.0,0.23,0.63,0.09,0.0,0.74,0.96,0.63,1.0,2,2,1,4,Data Scientist
0.87,0.04,0.22,0.0,0.22,0.19,0.29,0.63,0.08,0.0,0.69,0.46,0.61,0.91,3,1,3,4,Data Scientist
1.0,0.22,0.34,0.04,0.09,0.15,0.31,0.71,0.21,0.0,0.94,0.86,0.55,1.0,1,3,3,4,Data Scientist
1.0,0.34,0.39,0.18,0.24,0.07,0.42,0.79,0.16,0.0,0.65,0.79,0.66,1.0,3,3,3,4,Data Scientist
0.97,0.39,0.26,0.21,0.12,0.18,0.2,0.64,0.14,0.14,0.76,0.93,0.43,0.78,1,3,4,4,Data Scientist
0.79,0.32,0.22,0.2,0.02,0.0,0.18,0.68,0.13,0.03,0.89,0.72,0.63,0.79,1,3,2,4,Data Scientist
0.82,0.22,0.19,0.0,0.0,0.16,0.14,0.69,0.0,0.09,0.45,0.73,0.55,0.91,3,2,3,4,Data Scientist
0.82,0.17,0.14,0.22,0.21,0.07,0.67,0.67,0.09,0.0,0.69,0.84,0.46,0.84,4,2,4,4,Data Scientist
0.78,0.25,0.26,0.0,0.0,0.02,0.31,0.6,0.1,0.07,0.68,0.71,0.52,0.77,2,2,1,4,Data Scientist
0.91,0.38,0.12,0.0,0.15,0.13,0.3,0.62,0.1,0.04,0.66,0.9,0.62,0.97,2,3,3,4,Data Scientist
0.83,0.02,0.0,0.0,0.42,0.16,0.52,0.66,0.04,0.31,0.75,0.69,0.68,1.0,4,1,2,4,Data Scientist
